level_id,locale,tier,learning_objective,correctness_review,language_review,age_review,cultural_review,accessibility_review,reviewer,review_date,status,notes
ooo-lv037,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv037,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv038,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv038,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv039,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv039,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv040,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv040,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv041,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv041,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv042,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv042,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv043,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv043,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv044,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv044,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv045,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv045,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv046,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv046,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv047,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv047,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv048,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv048,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv049,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv049,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv050,en,explorer,odd-one-out reasoning,,,,,,,,pending,
ooo-lv050,vi,explorer,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv051,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv051,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv052,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv052,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv053,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv053,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv054,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv054,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv055,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv055,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv056,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv056,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv057,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv057,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv058,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv058,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv059,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv059,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv060,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv060,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv061,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv061,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv062,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv062,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv063,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv063,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv064,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv064,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv065,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv065,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv066,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv066,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv067,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv067,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv068,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv068,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv069,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv069,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv070,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv070,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv071,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv071,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv072,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv072,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv073,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv073,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv074,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv074,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
ooo-lv075,en,master,odd-one-out reasoning,,,,,,,,pending,
ooo-lv075,vi,master,suy luận vật khác nhóm,,,,,,,,pending,
op-lv001,en,junior,opposite word matching,,,,,,,,pending,
op-lv001,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv002,en,junior,opposite word matching,,,,,,,,pending,
op-lv002,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv003,en,junior,opposite word matching,,,,,,,,pending,
op-lv003,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv004,en,junior,opposite word matching,,,,,,,,pending,
op-lv004,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv005,en,junior,opposite word matching,,,,,,,,pending,
op-lv005,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv006,en,junior,opposite word matching,,,,,,,,pending,
op-lv006,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv007,en,junior,opposite word matching,,,,,,,,pending,
op-lv007,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv008,en,junior,opposite word matching,,,,,,,,pending,
op-lv008,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv009,en,junior,opposite word matching,,,,,,,,pending,
op-lv009,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv010,en,junior,opposite word matching,,,,,,,,pending,
op-lv010,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv011,en,junior,opposite word matching,,,,,,,,pending,
op-lv011,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv012,en,junior,opposite word matching,,,,,,,,pending,
op-lv012,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv013,en,junior,opposite word matching,,,,,,,,pending,
op-lv013,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv014,en,junior,opposite word matching,,,,,,,,pending,
op-lv014,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv015,en,junior,opposite word matching,,,,,,,,pending,
op-lv015,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv016,en,junior,opposite word matching,,,,,,,,pending,
op-lv016,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv017,en,junior,opposite word matching,,,,,,,,pending,
op-lv017,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv018,en,junior,opposite word matching,,,,,,,,pending,
op-lv018,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv019,en,junior,opposite word matching,,,,,,,,pending,
op-lv019,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv020,en,junior,opposite word matching,,,,,,,,pending,
op-lv020,vi,junior,ghép từ trái nghĩa,,,,,,,,pending,
op-lv021,en,explorer,opposite word matching,,,,,,,,pending,
op-lv021,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv022,en,explorer,opposite word matching,,,,,,,,pending,
op-lv022,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv023,en,explorer,opposite word matching,,,,,,,,pending,
op-lv023,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv024,en,explorer,opposite word matching,,,,,,,,pending,
op-lv024,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv025,en,explorer,opposite word matching,,,,,,,,pending,
op-lv025,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv026,en,explorer,opposite word matching,,,,,,,,pending,
op-lv026,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv027,en,explorer,opposite word matching,,,,,,,,pending,
op-lv027,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv028,en,explorer,opposite word matching,,,,,,,,pending,
op-lv028,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv029,en,explorer,opposite word matching,,,,,,,,pending,
op-lv029,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv030,en,explorer,opposite word matching,,,,,,,,pending,
op-lv030,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv031,en,explorer,opposite word matching,,,,,,,,pending,
op-lv031,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv032,en,explorer,opposite word matching,,,,,,,,pending,
op-lv032,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv033,en,explorer,opposite word matching,,,,,,,,pending,
op-lv033,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv034,en,explorer,opposite word matching,,,,,,,,pending,
op-lv034,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv035,en,explorer,opposite word matching,,,,,,,,pending,
op-lv035,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv036,en,explorer,opposite word matching,,,,,,,,pending,
op-lv036,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv037,en,explorer,opposite word matching,,,,,,,,pending,
op-lv037,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv038,en,explorer,opposite word matching,,,,,,,,pending,
op-lv038,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv039,en,explorer,opposite word matching,,,,,,,,pending,
op-lv039,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv040,en,explorer,opposite word matching,,,,,,,,pending,
op-lv040,vi,explorer,ghép từ trái nghĩa,,,,,,,,pending,
op-lv041,en,master,opposite word matching,,,,,,,,pending,
op-lv041,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv042,en,master,opposite word matching,,,,,,,,pending,
op-lv042,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv043,en,master,opposite word matching,,,,,,,,pending,
op-lv043,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv044,en,master,opposite word matching,,,,,,,,pending,
op-lv044,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv045,en,master,opposite word matching,,,,,,,,pending,
op-lv045,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv046,en,master,opposite word matching,,,,,,,,pending,
op-lv046,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv047,en,master,opposite word matching,,,,,,,,pending,
op-lv047,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv048,en,master,opposite word matching,,,,,,,,pending,
op-lv048,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv049,en,master,opposite word matching,,,,,,,,pending,
op-lv049,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv050,en,master,opposite word matching,,,,,,,,pending,
op-lv050,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv051,en,master,opposite word matching,,,,,,,,pending,
op-lv051,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv052,en,master,opposite word matching,,,,,,,,pending,
op-lv052,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv053,en,master,opposite word matching,,,,,,,,pending,
op-lv053,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv054,en,master,opposite word matching,,,,,,,,pending,
op-lv054,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv055,en,master,opposite word matching,,,,,,,,pending,
op-lv055,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv056,en,master,opposite word matching,,,,,,,,pending,
op-lv056,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv057,en,master,opposite word matching,,,,,,,,pending,
op-lv057,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv058,en,master,opposite word matching,,,,,,,,pending,
op-lv058,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv059,en,master,opposite word matching,,,,,,,,pending,
op-lv059,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
op-lv060,en,master,opposite word matching,,,,,,,,pending,
op-lv060,vi,master,ghép từ trái nghĩa,,,,,,,,pending,
wt-lv001,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv001,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv002,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv002,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv003,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv003,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv004,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv004,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv005,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv005,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv006,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv006,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv007,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv007,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv008,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv008,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv009,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv009,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv010,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv010,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv011,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv011,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv012,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv012,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv013,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv013,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv014,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv014,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv015,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv015,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv016,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv016,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv017,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv017,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv018,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv018,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv019,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv019,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv020,en,junior,weather cause and effect,,,,,,,,pending,
wt-lv020,vi,junior,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv021,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv021,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv022,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv022,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv023,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv023,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv024,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv024,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv025,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv025,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv026,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv026,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv027,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv027,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv028,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv028,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv029,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv029,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv030,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv030,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv031,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv031,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv032,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv032,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv033,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv033,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv034,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv034,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv035,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv035,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv036,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv036,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv037,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv037,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv038,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv038,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv039,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv039,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv040,en,explorer,weather cause and effect,,,,,,,,pending,
wt-lv040,vi,explorer,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv041,en,master,weather cause and effect,,,,,,,,pending,
wt-lv041,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv042,en,master,weather cause and effect,,,,,,,,pending,
wt-lv042,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv043,en,master,weather cause and effect,,,,,,,,pending,
wt-lv043,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv044,en,master,weather cause and effect,,,,,,,,pending,
wt-lv044,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv045,en,master,weather cause and effect,,,,,,,,pending,
wt-lv045,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv046,en,master,weather cause and effect,,,,,,,,pending,
wt-lv046,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv047,en,master,weather cause and effect,,,,,,,,pending,
wt-lv047,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv048,en,master,weather cause and effect,,,,,,,,pending,
wt-lv048,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv049,en,master,weather cause and effect,,,,,,,,pending,
wt-lv049,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv050,en,master,weather cause and effect,,,,,,,,pending,
wt-lv050,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv051,en,master,weather cause and effect,,,,,,,,pending,
wt-lv051,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv052,en,master,weather cause and effect,,,,,,,,pending,
wt-lv052,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv053,en,master,weather cause and effect,,,,,,,,pending,
wt-lv053,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv054,en,master,weather cause and effect,,,,,,,,pending,
wt-lv054,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv055,en,master,weather cause and effect,,,,,,,,pending,
wt-lv055,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv056,en,master,weather cause and effect,,,,,,,,pending,
wt-lv056,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv057,en,master,weather cause and effect,,,,,,,,pending,
wt-lv057,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv058,en,master,weather cause and effect,,,,,,,,pending,
wt-lv058,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv059,en,master,weather cause and effect,,,,,,,,pending,
wt-lv059,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
wt-lv060,en,master,weather cause and effect,,,,,,,,pending,
wt-lv060,vi,master,nguyên nhân và kết quả thời tiết,,,,,,,,pending,
mj-lv001,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv001,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv002,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv002,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv003,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv003,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv004,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv004,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv005,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv005,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv006,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv006,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv007,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv007,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv008,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv008,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv009,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv009,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv010,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv010,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv011,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv011,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv012,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv012,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv013,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv013,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv014,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv014,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv015,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv015,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv016,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv016,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv017,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv017,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv018,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv018,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv019,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv019,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv020,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv020,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv021,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv021,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv022,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv022,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv023,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv023,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv024,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv024,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv025,en,junior,memory sequence replay,,,,,,,,pending,
mj-lv025,vi,junior,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv026,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv026,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv027,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv027,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv028,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv028,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv029,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv029,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv030,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv030,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv031,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv031,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv032,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv032,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv033,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv033,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv034,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv034,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv035,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv035,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv036,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv036,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv037,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv037,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv038,en,explorer,memory sequence replay,,,,,,,,pending,
mj-lv038,vi,explorer,ghi nhớ và lặp lại trình tự,,,,,,,,pending,
mj-lv039,en,explorer,memory sequence replay,,,,,,,,pending,
